7188,1,0.95
430,1,0.95
3134,1,0.95
3026,1,0.95
3010,1,0.95
804,1,0.95
160,1,0.95
95,1,0.91
377,1,0.82
888,1,0.82
89,1,0.82
1901,1,0.77
161,1,0.77
256,1,0.77
351,1,0.73
3329,1,0.73
3341,1,0.73
649,1,0.73
1583,1,0.73
87,1,0.73
37,1,0.73
309,1,0.73
821,1,0.73
1496,1,0.73
637,1,0.73
964,1,0.73
594,1,0.73
2249,1,0.73
554,1,0.73
20,1,0.73
2227,1,0.73
1315,1,0.73
519,1,0.73
1316,1,0.73
2149,1,0.73
1724,1,0.73
18,1,0.73
57,1,0.73
118,1,0.68
3254,1,0.68
1177,1,0.68
112,1,0.68
11,1,0.68
586,1,0.68
35,1,0.68
15,1,0.68
1445,1,0.68
152,1,0.68
2,1,0.68
113,1,0.68
44,1,0.64
2401,1,0.64
10,1,0.64
2378,1,0.64
126,1,0.64
3245,1,0.64
783,1,0.64
493,1,0.64
1358,1,0.64
1180,1,0.64
529,1,0.64
333,1,0.64
1538,1,0.64
2282,1,0.64
1519,1,0.64
2966,1,0.64
474,1,0.64
330,1,0.64
958,1,0.64
17,1,0.64
1295,1,0.64
38,1,0.64
1952,1,0.64
223,1,0.64
625,1,0.59
1392,1,0.59
3355,1,0.59
1881,1,0.59
58,1,0.59
96,1,0.59
1580,1,0.59
196,1,0.59
146,1,0.59
416,1,0.59
1198,1,0.59
3319,1,0.59
1867,1,0.59
896,1,0.59
617,1,0.59
3300,1,0.59
1877,1,0.59
462,1,0.59
3279,1,0.59
454,1,0.59
1860,1,0.59
121,1,0.59
151,1,0.59
1570,1,0.59
1573,1,0.59
1063,1,0.59
1353,1,0.59
459,1,0.59
2334,1,0.59
1267,1,0.59
1060,1,0.59
1061,1,0.59
7431,1,0.59
1355,1,0.59
71,1,0.59
3070,1,0.59
2113,1,0.59
3001,1,0.59
396,1,0.59
2260,1,0.59
142,1,0.59
2238,1,0.59
123,1,0.59
2942,1,0.59
1509,1,0.59
7410,1,0.59
1760,1,0.59
2876,1,0.59
259,1,0.59
1493,1,0.59
2845,1,0.59
370,1,0.59
2844,1,0.59
2167,1,0.59
156,1,0.59
2808,1,0.59
255,1,0.59
736,1,0.59
7603,1,0.59
346,1,0.59
9,1,0.59
75,1,0.59
175,1,0.59
2754,1,0.59
22,1,0.59
155,1,0.59
1261,1,0.59
2552,1,0.59
2586,1,0.59
710,1,0.59
578,1,0.59
472,1,0.59
2472,1,0.59
1606,1,0.59
4,1,0.59
563,1,0.59
744,1,0.55
3422,1,0.55
250,1,0.55
249,1,0.55
2427,1,0.55
3414,1,0.55
1590,1,0.55
2305,1,0.55
1900,1,0.55
3392,1,0.55
1065,1,0.55
1147,1,0.55
1072,1,0.55
3375,1,0.55
1024,1,0.55
709,1,0.55
1382,1,0.55
3332,1,0.55
1885,1,0.55
3330,1,0.55
1197,1,0.55
3316,1,0.55
1886,1,0.55
154,1,0.55
1522,1,0.55
2391,1,0.55
3298,1,0.55
432,1,0.55
3292,1,0.55
3290,1,0.55
7597,1,0.55
3274,1,0.55
1875,1,0.55
291,1,0.55
158,1,0.55
1579,1,0.55
1846,1,0.55
1066,1,0.55
290,1,0.55
3233,1,0.55
891,1,0.55
247,1,0.55
1856,1,0.55
3211,1,0.55
115,1,0.55
1365,1,0.55
483,1,0.55
3210,1,0.55
3189,1,0.55
3193,1,0.55
2352,1,0.55
1847,1,0.55
3173,1,0.55
1051,1,0.55
1843,1,0.55
2342,1,0.55
7341,1,0.55
3139,1,0.55
1186,1,0.55
3167,1,0.55
3149,1,0.55
1842,1,0.55
3156,1,0.55
3141,1,0.55
817,1,0.55
1840,1,0.55
1839,1,0.55
2324,1,0.55
3143,1,0.55
3142,1,0.55
174,1,0.55
2315,1,0.55
1356,1,0.55
1835,1,0.55
296,1,0.55
3118,1,0.55
1542,1,0.55
3111,1,0.55
753,1,0.55
3088,1,0.55
395,1,0.55
3068,1,0.55
3042,1,0.55
1442,1,0.55
1339,1,0.55
596,1,0.55
2281,1,0.55
222,1,0.55
194,1,0.55
3064,1,0.55
1812,1,0.55
1796,1,0.55
701,1,0.55
124,1,0.55
3057,1,0.55
7427,1,0.55
2276,1,0.55
2271,1,0.55
1525,1,0.55
2235,1,0.55
3027,1,0.55
2090,1,0.55
1342,1,0.55
331,1,0.55
3023,1,0.55
2261,1,0.55
68,1,0.55
116,1,0.55
1043,1,0.55
3020,1,0.55
491,1,0.55
179,1,0.55
2252,1,0.55
214,1,0.55
439,1,0.55
2147,1,0.55
1167,1,0.55
697,1,0.55
67,1,0.55
1793,1,0.55
258,1,0.55
1340,1,0.55
2996,1,0.55
1520,1,0.55
1336,1,0.55
30,1,0.55
178,1,0.55
747,1,0.55
2962,1,0.55
2952,1,0.55
455,1,0.55
260,1,0.55
623,1,0.55
29,1,0.55
1510,1,0.55
2927,1,0.55
301,1,0.55
2907,1,0.55
2909,1,0.55
1148,1,0.55
955,1,0.55
1502,1,0.55
2853,1,0.55
1500,1,0.55
2178,1,0.55
1320,1,0.55
874,1,0.55
2177,1,0.55
2892,1,0.55
636,1,0.55
1034,1,0.55
1494,1,0.55
276,1,0.55
1318,1,0.55
117,1,0.55
1492,1,0.55
1302,1,0.55
1313,1,0.55
1491,1,0.55
2870,1,0.55
2181,1,0.55
1309,1,0.55
1750,1,0.55
2848,1,0.55
1458,1,0.55
951,1,0.55
1029,1,0.55
2176,1,0.55
2846,1,0.55
347,1,0.55
2173,1,0.55
2826,1,0.55
1742,1,0.55
2166,1,0.55
2823,1,0.55
2820,1,0.55
2814,1,0.55
1736,1,0.55
1025,1,0.55
1482,1,0.55
1483,1,0.55
2152,1,0.55
2806,1,0.55
1128,1,0.55
2801,1,0.55
2795,1,0.55
1290,1,0.55
1288,1,0.55
1436,1,0.55
2498,1,0.55
2784,1,0.55
587,1,0.55
2780,1,0.55
2779,1,0.55
305,1,0.55
944,1,0.55
2129,1,0.55
683,1,0.55
42,1,0.55
1136,1,0.55
1283,1,0.55
2127,1,0.55
2093,1,0.55
1284,1,0.55
72,1,0.55
264,1,0.55
2756,1,0.55
1285,1,0.55
613,1,0.55
304,1,0.55
1282,1,0.55
4721,1,0.55
1475,1,0.55
2746,1,0.55
1715,1,0.55
734,1,0.55
2108,1,0.55
1923,1,0.55
1465,1,0.55
2742,1,0.55
2117,1,0.55
1720,1,0.55
90,1,0.55
2731,1,0.55
1457,1,0.55
2725,1,0.55
2109,1,0.55
543,1,0.55
2102,1,0.55
712,1,0.55
231,1,0.55
2687,1,0.55
1708,1,0.55
1129,1,0.55
76,1,0.55
2065,1,0.55
1251,1,0.55
1248,1,0.55
725,1,0.55
2559,1,0.55
507,1,0.55
1942,1,0.55
1232,1,0.55
534,1,0.55
994,1,0.55
503,1,0.55
2448,1,0.55
846,1,0.55
1,160,0.95
1,1028,0.82
1,309,0.73
1,11,0.73
1,594,0.73
1,1316,0.73
1,1392,0.68
1,1583,0.68
1,888,0.68
1,637,0.68
1,1520,0.68
1,18,0.68
1,35,0.68
1,1901,0.64
1,44,0.64
1,10,0.64
1,783,0.64
1,821,0.64
1,112,0.64
1,964,0.64
1,89,0.64
1,20,0.64
1,256,0.64
1,223,0.64
1,1881,0.59
1,351,0.59
1,196,0.59
1,416,0.59
1,1877,0.59
1,87,0.59
1,2367,0.59
1,3254,0.59
1,1573,0.59
1,247,0.59
1,1353,0.59
1,493,0.59
1,1358,0.59
1,1177,0.59
1,1538,0.59
1,2296,0.59
1,222,0.59
1,2282,0.59
1,2113,0.59
1,2260,0.59
1,71,0.59
1,142,0.59
1,2249,0.59
1,1519,0.59
1,2227,0.59
1,1496,0.59
1,519,0.59
1,1493,0.59
1,1315,0.59
1,1750,0.59
1,156,0.59
1,9,0.59
1,1724,0.59
1,22,0.59
1,15,0.59
1,255,0.59
1,1267,0.59
1,1261,0.59
1,57,0.59
1,710,0.59
1,472,0.59
1,152,0.59
1,1952,0.59
1,1606,0.59
1,379,0.59
1,4,0.59
1,563,0.59
1,113,0.59
1,744,0.55
1,625,0.55
1,3422,0.55
1,3421,0.55
1,3418,0.55
1,3402,0.55
1,250,0.55
1,249,0.55
1,2427,0.55
1,3414,0.55
1,1590,0.55
1,3355,0.55
1,2305,0.55
1,1900,0.55
1,3385,0.55
1,1147,0.55
1,377,0.55
1,1072,0.55
1,96,0.55
1,118,0.55
1,3375,0.55
1,3367,0.55
1,1024,0.55
1,709,0.55
1,3349,0.55
1,1580,0.55
1,545,0.55
1,146,0.55
1,1198,0.55
1,1589,0.55
1,3341,0.55
1,3339,0.55
1,2402,0.55
1,2401,0.55
1,1382,0.55
1,3335,0.55
1,3317,0.55
1,3329,0.55
1,3332,0.55
1,3330,0.55
1,1867,0.55
1,1197,0.55
1,3319,0.55
1,1885,0.55
1,1862,0.55
1,1886,0.55
1,649,0.55
1,154,0.55
1,3316,0.55
1,617,0.55
1,3313,0.55
1,3300,0.55
1,1522,0.55
1,2391,0.55
1,896,0.55
1,3298,0.55
1,462,0.55
1,3295,0.55
1,432,0.55
1,3292,0.55
1,3290,0.55
1,2383,0.55
1,1195,0.55
1,3283,0.55
1,1875,0.55
1,3279,0.55
1,2378,0.55
1,1579,0.55
1,291,0.55
1,454,0.55
1,2375,0.55
1,292,0.55
1,158,0.55
1,3256,0.55
1,1846,0.55
1,3259,0.55
1,1066,0.55
1,1061,0.55
1,3253,0.55
1,1860,0.55
1,3247,0.55
1,2368,0.55
1,151,0.55
1,3245,0.55
1,1574,0.55
1,290,0.55
1,1570,0.55
1,3233,0.55
1,891,0.55
1,1856,0.55
1,115,0.55
1,3215,0.55
1,483,0.55
1,1365,0.55
1,3211,0.55
1,3210,0.55
1,3189,0.55
1,3193,0.55
1,1847,0.55
1,3202,0.55
1,2351,0.55
1,1063,0.55
1,2352,0.55
1,1051,0.55
1,3173,0.55
1,1843,0.55
1,3163,0.55
1,1186,0.55
1,7341,0.55
1,2342,0.55
1,3139,0.55
1,3167,0.55
1,459,0.55
1,2338,0.55
1,1842,0.55
1,2334,0.55
1,3156,0.55
1,817,0.55
1,1840,0.55
1,3141,0.55
1,1521,0.55
1,3149,0.55
1,2324,0.55
1,1839,0.55
1,3143,0.55
1,3148,0.55
1,3142,0.55
1,1060,0.55
1,7431,0.55
1,1355,0.55
1,3134,0.55
1,174,0.55
1,2315,0.55
1,1356,0.55
1,3124,0.55
1,1835,0.55
1,296,0.55
1,1180,0.55
1,3118,0.55
1,1542,0.55
1,3113,0.55
1,3111,0.55
1,3013,0.55
1,529,0.55
1,1826,0.55
1,3103,0.55
1,1822,0.55
1,3101,0.55
1,753,0.55
1,3083,0.55
1,3088,0.55
1,395,0.55
1,3084,0.55
1,333,0.55
1,1339,0.55
1,3068,0.55
1,3042,0.55
1,3078,0.55
1,596,0.55
1,1796,0.55
1,2281,0.55
1,3070,0.55
1,1442,0.55
1,3064,0.55
1,194,0.55
1,3062,0.55
1,701,0.55
1,3059,0.55
1,124,0.55
1,7427,0.55
1,3057,0.55
1,396,0.55
1,2276,0.55
1,2273,0.55
1,3048,0.55
1,523,0.55
1,2271,0.55
1,95,0.55
1,1525,0.55
1,2235,0.55
1,2261,0.55
1,1342,0.55
1,331,0.55
1,3027,0.55
1,3023,0.55
1,3026,0.55
1,373,0.55
1,68,0.55
1,1331,0.55
1,116,0.55
1,2147,0.55
1,3020,0.55
1,2252,0.55
